,주소,y,x
374,경기 용인시 수지구 죽전로193번길 11,37.3268391943815,127.12398209004
375,경기 용인시 수지구 죽전로193번길 35,37.3276729273013,127.122416691929
376,경기 용인시 수지구 진산로66번길 10,37.3159965139503,127.093042598521
377,경기 용인시 기흥구 구성로 97,37.2943652812561,127.12040290424
378,경기 용인시 기흥구 구성로 105-15,37.2947865035939,127.12536179435
379,경기 용인시 기흥구 구성로 123,37.293370775761,127.121929368991
380,경기 용인시 수지구 신봉1로 110,37.3272833406666,127.074112207154
381,경기 용인시 수지구 신봉1로 112-2,37.3259211635098,127.073092369229
382,경기 용인시 수지구 신봉1로 214,37.3319662511779,127.066572848259
383,경기 용인시 수지구 신봉1로 216,37.3331820295127,127.064921731677
384,경기 용인시 수지구 동천로113번길 10,37.3371388240297,127.09067319832
385,경기 용인시 기흥구 동백죽전대로527번길 67,37.2845043642127,127.147517403777
386,경기 용인시 기흥구 동백죽전대로527번길 80,37.2844229383667,127.143164923122
387,경기 용인시 기흥구 동백죽전대로527번길 81,37.2804913755287,127.146528557107
388,경기 용인시 처인구 고림로 22,37.2357245863147,127.214477191055
389,경기 용인시 기흥구 서천로128번길 12,37.2373096857849,127.071519027676
390,경기 용인시 처인구 포곡읍 영문로 64,37.272491714414,127.20953517256
391,경기 용인시 수지구 손곡로 53,37.335938417693,127.096216416728
392,경기 용인시 수지구 손곡로 54,37.3374437960249,127.097066708688
393,경기 용인시 수지구 손곡로 67,37.3358683557694,127.094152879344
394,경기 용인시 수지구 손곡로 82,37.3373805953074,127.093192422082
395,경기 용인시 수지구 수지로 166,37.3155734951697,127.08296384069
396,경기 용인시 수지구 수지로 323,37.3274629781328,127.093261635609
397,경기 용인시 수지구 수지로 487,37.3397104310019,127.099557264529
398,경기 용인시 기흥구 구성로 184,37.2903093930033,127.131377562635
399,경기 용인시 수지구 동천로153번길 6,37.3364560321794,127.086447726322
400,경기 용인시 수지구 동천로153번길 7,37.3363041704464,127.087358201018
401,경기 용인시 수지구 동천로153번길 79,37.3321602839599,127.090060938532
402,경기 용인시 수지구 동천로178번길 4,37.3385802147712,127.085451689556
403,경기 용인시 처인구 동부로 7,37.2320260547433,127.214085378328
404,경기 용인시 수지구 수지로 17,37.3065828331701,127.072617824971
405,경기 용인시 수지구 수지로 41,37.3068607108703,127.0734962379
406,경기 용인시 기흥구 신갈로124번길 3,37.2783666358939,127.106075977986
407,경기 용인시 기흥구 사은로 274-22,37.2507075009261,127.134259561553
408,경기 용인시 처인구 명지로 15-5,37.2354205089921,127.189754074397
409,경기 용인시 처인구 명지로 15-29,37.2347450748545,127.190658312781
410,경기 용인시 처인구 명지로 15-33,37.2350054175335,127.191644125489
411,경기 용인시 처인구 명지로 307,37.2281701147784,127.20980855426
412,경기 용인시 처인구 경안천로 368,37.263721397637,127.216520743689
413,경기 용인시 처인구 경안천로 378,37.2646120521987,127.216779994487
414,경기 용인시 처인구 경안천로 112,37.2418513585198,127.214857565402
415,경기 용인시 기흥구 언동로217번길 11,37.2771000876953,127.144735602602
416,경기 용인시 기흥구 언동로217번길 31,37.2793645553415,127.147384127297
417,경기 용인시 수지구 신봉1로 27,37.319200366708,127.081755032051
418,경기 용인시 수지구 신봉1로 28,37.3208968479859,127.081732387572
419,경기 용인시 처인구 백옥대로 1104,37.2341415411794,127.209391465262
420,경기 용인시 기흥구 흥덕2로 46,37.2718039860621,127.073986648061
421,경기 용인시 기흥구 흥덕2로 80,37.274827017159,127.074640523095
422,경기 용인시 기흥구 흥덕2로 126,37.2790215586696,127.074465492066
423,경기 용인시 기흥구 흥덕3로 20,37.2716435237123,127.083835179275
424,경기 용인시 기흥구 흥덕3로 60,37.2736601925162,127.082868553444
425,경기 용인시 처인구 금학로 91,37.2401835987824,127.173980330492
426,경기 용인시 처인구 금학로 520,37.2343743260703,127.218933241943
427,경기 용인시 처인구 중부대로 1144,37.2388157946696,127.172143024956
428,경기 용인시 기흥구 언동로71번길 64,37.2882117939463,127.146048909546
429,경기 용인시 기흥구 연원로42번길 2,37.3004419678659,127.111378894338
430,경기 용인시 기흥구 연원로42번길 33,37.3019634908872,127.114832245818
431,경기 용인시 처인구 금령로 43,37.2350929624375,127.201120887894
432,경기 용인시 기흥구 기흥로116번길 7,37.2871558759002,127.111313524212
433,경기 용인시 기흥구 기흥로116번길 60,37.2875362402249,127.120479194225
434,경기 용인시 기흥구 기흥로116번길 77,37.2895213862579,127.11808557837
435,경기 용인시 기흥구 기흥로116번길 100,37.2893754230178,127.125693279745
436,경기 용인시 기흥구 예현로35번길 21,37.2412105840823,127.067368862997
437,경기 용인시 처인구 금어로 6,37.2649107799949,127.216318629405
438,경기 용인시 처인구 금어로 74,37.2654793327914,127.223261181051
439,경기 용인시 처인구 금어로 102,37.2656108976731,127.225536170175
440,경기 용인시 처인구 이동읍 백옥대로 711,37.2000126670327,127.208102044125
441,경기 용인시 처인구 이동읍 백옥대로 737,37.2022773855101,127.208654696125
442,경기 용인시 처인구 포곡읍 둔전로 15,37.2667911575817,127.215480376765
443,경기 용인시 수지구 성복1로 13,37.3108741881584,127.073791408878
444,경기 용인시 수지구 수풍로 89,37.3328305263887,127.090813807316
445,경기 용인시 수지구 성복1로 35,37.3142264047401,127.073779230336
446,경기 용인시 수지구 상현로 6,37.3025115899845,127.074650278871
447,경기 용인시 수지구 정든로 5,37.3275054456876,127.113540494502
448,경기 용인시 기흥구 동백죽전대로527번길 34,37.2852183858318,127.147124111918
449,경기 용인시 수지구 신봉3로 6,37.3283036176158,127.067261275289
450,경기 용인시 수지구 신봉2로 154,37.3324669442292,127.067228314575
451,경기 용인시 수지구 고기로45번길 40,37.3401906166844,127.092876981329
452,경기 용인시 처인구 남사읍 한숲로33번길 36,37.1546270499204,127.167109985309
453,경기 용인시 기흥구 용인향교로 29,37.2974293956629,127.119286924919
454,경기 용인시 기흥구 마북로 182,37.3046052126458,127.126520830689
455,경기 용인시 수지구 법조로 252,37.3006839247267,127.076070647606
456,경기 용인시 기흥구 마북로154번길 23,37.3027252123596,127.128019413568
457,경기 용인시 수지구 대지로 82,37.329249591719,127.117399191309
458,경기 용인시 수지구 법조로 251,37.3012986515503,127.074449326457
459,경기 용인시 수지구 진산로 108,37.3187927615522,127.099705663246
460,경기 용인시 수지구 신봉3로 25,37.3265619821006,127.064895049438
461,경기 용인시 처인구 낙은로 60,37.2427209713758,127.196863141001
462,경기 용인시 기흥구 용구대로 1842,37.2522132230294,127.105729889874
463,경기 용인시 수지구 탄천상로 7,37.3316949444179,127.11158129507
464,경기 용인시 기흥구 구갈로 71-18,37.2826672623871,127.110737118808
465,경기 용인시 기흥구 중부대로 375,37.2719908869697,127.10785938159
466,경기 용인시 기흥구 서천동로 22,37.238322395798,127.075684044275
467,경기 용인시 처인구 낙은로 59,37.2415236089635,127.196679365345
